,ID,Name,MiddleName,LastName,Language,City,State,ZipCode,SeasonalWorker,Income,Funds,Assistance,Where_When,DueDate,Rent,Checks,Shared,ObligCS,PayCS,Type,Amount,StillOwed,Insurance
10,177,{'Jack'},{'J'},{'Connan'},{'nglish'},{'woodstock'},"{'State GA', 'GA'}",{'30188'},set(),{'1500'},set(),"{'Kerosene oil X Wood', 'X'}","{'2013', 'Where: Marietta', 'July 2013', 'July', 'Marietta'}",set(),"{'DOEI', '0'}","{'reg', 'regist', '$ agency.', 'I do not wi', '-', 'plying to regist', 'wi', 'plying', '(', 'you are not reg', '- No', '( Yes'}","{'e', 'e home?'}",{'A'},"{'punt', 'punt Paid'}","{'Glasses', '3.5'}","{'50', 'n'}",{'3'},set()
11,26,{'Luke'},{'B'},{'Jordan'},set(),{'Dallas'},{'Tx'},{'77045'},set(),"{'$ 2,480', '2,480'}","{'How much money do you and all household members have in cash or in the bank? $ 410', '410'}","{'r', 'Electric r Gas'}",set(),set(),{'600'},"{'Applying to r', 'If you are no', 'don', 'REG', 'V', 'no', 'r', 'VOTER REG'}","{'se', 'ON', '1'}",{'Does anyone in the'},"{'usehold', 'usehold pay child support to'}","{'Prescriptions', '18'}","{'Y', '180'}",{'yes'},set()
12,44,{'Anna'},{'B'},{'Brown'},set(),{'Sacramento'},{'CA'},{'94203'},set(),"{'$ 2,300', '2,300'}","{'How much money do you and all household members have in cash or in the bank? $ 200', '$ 200'}","{'v', 'Electric v Gas'}",set(),"{'02 / 23 / 2022', 'Due Date: 02 / 23 / 2022'}",{'700'},"{'Applying to r', 'REC', 'If you are no', 'don', 'no', 'r', 'VOTER REC'}",{'0'},{'Does anyone in the'},"{'usehold', 'usehold pay child support to'}","{'1,1', 'medicare'}","{'1,500'}",set(),set()
13,89,{'XAvid'},{'L'},{'Jones'},set(),{'Houston'},{'Tx'},{'77035'},set(),"{'1,800', '$ 1,800'}","{'$ 320', 'How much money do you and all household members have in cash or in the bank? $ 320'}",set(),set(),{'06 / 08 / 2022'},{'700'},"{'Applying to r', 'n', 'If you are not', 'I do n', 'REG', 'r', 'VOTER REG'}",set(),{'Does anyone in the'},"{'s', 'usehold', 'usehold pay child support to s'}",set(),set(),set(),set()
14,69,{'Anthony'},{'J'},{'Johnson'},{'English'},{'Alpharetta'},{'GA'},{'30023'},set(),"{'5,300', '$ 5,300'}","{'960', 'How much money do you and all household members have in cash or in the bank? $ 960'}",set(),set(),"{'Due Date: 03/22/2022', '03/22/2022'}","{'1,100'}","{'I do not', 'If you are not I', 'rey', 'Applying to rey'}",set(),"{'1,200', 'h', 'Does anyone in the h'}","{',140', 'sehold pay child support to', 'sehold'}","{'Health', 'Health Insurance Premiums', 'Premiums', '230'}",{'230'},set(),set()
15,278,{'Anthony'},{'L'},{'Jonhson'},{'English'},{'Dacula'},{'GA'},{'30019'},set(),"{'4,800', '$ 4,800'}","{'How much money do you and all household members have in cash or in the bank? $ 678', '678'}",set(),set(),"{'Due Date: 05/27/2022', '05/27/2022'}","{'icn', '850'}","{'I do not', 'If you are not I', 'rey', 'Applying to rey'}",set(),"{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}","{'90', 'Prescription', 'Visit', '250', 'Doctor', 'Doctor Visit'}","{'250', '90'}",{'In'},set()
16,387,{'Joseph'},set(),{'Pearce'},{'English'},"{'Stone', 'Stone Mountain', 'Mountain'}",{'GA'},{'30086'},set(),"{'$ 2,800', '2,800'}","{'How much money do you and all household members have in cash or in the bank? $ 290', '290'}",set(),"{'Florida', '2020', 'Where: Florida', 'When: 2020'}","{'01/28/2022', 'Due Date: 01/28/2022'}",{'400'},"{'I do not', 'If you are not I', 'rey', 'Applying to rey'}",set(),"{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}","{'80', 'Prescription', 'Visit', 'Doctor', '1,20', 'Doctor Visit'}","{',200', 'bo'}",{'(es'},set()
17,564,{'Joseph'},set(),{'Pearce'},{'English'},{'Atalnta'},{'GA'},{'30307'},set(),"{'3,120', '$ 3,120'}",{'How much money do you and all household members have in cash or in the bank? $'},set(),set(),"{'Due Date: 04/22/2022', '04/22/2022'}",set(),"{'I do not', 'If you are not I', 'rey', 'Applying to rey'}",set(),"{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}","{'Doctor Visits', 'Doctor', 'Visits', '1,50'}","{'1 500', '500', 'Ve', '1'}",{'les'},set()
18,309,{'Ana-Maria'},{'B'},{'Gomez'},{'Spanish'},{'Covington'},{'GA'},{'30015'},set(),"{'1,950', '$ 1,950'}",{'How much money do you and all household members have in cash or in the bank? $'},set(),set(),"{'Due Date: 03/05/2022', '03/05/2022'}",{'600'},"{'I do not', 'If you are not I', 'rey', 'Applying to rey'}",set(),"{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}",set(),set(),set(),set()
19,304,{'Raul'},{'M'},{'Vazques'},{'Spanish'},{'Atalnta'},{'GA'},{'30311'},set(),"{'$ 2,460'}","{'478', 'How much money do you and all household members have in cash or in the bank? $ 478'}",set(),set(),set(),{'300'},"{'Applying to re', 'I do not', 'If you are not I', 're'}",set(),"{'480', 'h', 'Does anyone in the h'}","{'500', 'sehold pay child support to', 'sehold'}","{'5,70'}","{',700'}",{'es'},set()
20,403,{'Nicole'},set(),{'James'},{'English'},{'Atalnta'},{'GA'},{'30311'},set(),"{'2,580', '$ 2,580'}",{'How much money do you and all household members have in cash or in the bank? $'},set(),"{'2020', 'Where: Texas', 'Texas'}",set(),set(),"{'I do not', 'If you are not I', 'rey', 'Applying to rey'}",set(),"{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}",set(),set(),set(),set()
21,903,{'Andre'},{'G'},"{'Da Silva', 'Da', 'Silva'}",{'Portuguese'},{'Marietta'},{'GA'},{'30008'},set(),"{'$ 2,950'}",{'How much money do you and all household members have in cash or in the bank? $'},set(),set(),set(),{'540'},"{'I do not', 'If you are not I', 'rey', 'Applying to rey'}",set(),"{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}","{'Health', 'Health Insurance Premiums', 'Premiums', '160'}","{'N', '160'}",set(),set()
22,12,{'Gariel'},{'Jesus'},{'Riveiro'},{'Portuguesse'},{'Jersey'},{'GA'},{'30018'},set(),"{'2,780', '$ 2,780'}","{'How much money do you and all household members have in cash or in the bank? $ 370', '370'}",set(),set(),set(),{'700'},"{'Applying to rej', 'rej', 'I do not', 'If you are not I'}",set(),"{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}","{'Prescription', '270'}",{'270'},set(),set()
23,91,{'Sebastian'},set(),{'Rodriguez'},{'Spanish'},"{'North Metro', 'Metro', 'North'}",{'GA'},{'30029'},set(),"{'$ 2,360', '2,360'}",{'How much money do you and all household members have in cash or in the bank? $'},set(),set(),set(),{'500'},"{'I do not', 'If you are not I', 'rey', 'Applying to rey'}",set(),"{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}",set(),set(),set(),set()
24,900,{'Esperanza'},set(),{'Martinez'},{'Spanish'},{'Marietta'},{'GA'},{'30090'},set(),"{'$ 2,840', '2,840'}",{'How much money do you and all household members have in cash or in the bank? $'},set(),"{'2020', 'Where: New Mexico', 'When: 2020', 'Mexico', 'New'}",set(),{'650'},"{'I do not', 'If you are not I', 'rey', 'Applying to rey'}",set(),"{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}",set(),set(),set(),set()
25,739,{'Christopher'},{'L'},{'Smith'},{'English'},{'Lawrenceville'},{'GA'},{'30045'},set(),"{'3,690', '$ 3,690'}","{'600', 'How much money do you and all household members have in cash or in the bank? $ 600'}",set(),set(),set(),{'800'},"{'I do not', 'rey', 'Applying to rey', 'V', 'If you are not I'}",set(),"{'635', 'h', 'Does anyone in the h'}","{'30', 'sehold pay child support to', 'sehold'}","{'94', '6,80', 'Prescritions'}","{'Ye', 'b4.', '6,800'}","{'In', '11', '(es'}",set()
26,99,{'Britanny'},set(),{'Lawry'},{'English'},{'Decatur'},{'GA'},{'30034'},set(),"{'2,460', '$ 2,460'}",{'How much money do you and all household members have in cash or in the bank? $'},set(),set(),set(),{'750'},"{'Applying to re', 'I do not', 'If you are not I', 're'}",set(),"{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}",set(),set(),set(),set()
27,405,{'Rosa'},{'L'},{'Fernandez'},{'Spanish'},{'Cumming'},{'GA'},{'30040'},set(),"{'2,380', '$ 2,380'}",{'How much money do you and all household members have in cash or in the bank? $'},set(),set(),{'04/06/2022'},{'550'},"{'Applying to re', 'I do not', 'If you are not I', 're'}","{'DNo', 'Yes DNo'}","{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}",set(),set(),set(),set()
28,355,{'Jonh'},{'J'},{'Jameson'},set(),{'Loganville'},{'GA'},{'30052'},set(),"{'3,220', '$ 3,220'}",{'How much money do you and all household members have in cash or in the bank? $'},set(),set(),{'02/17/2022'},{'630'},"{'Applying to re', 'I do not', 'If you are not I', 're'}",set(),"{'368', 'h', 'Does anyone in the h'}","{'sehold pay child support to', '368', 'sehold'}",set(),set(),set(),set()
29,1200,{'Jonh'},set(),{'Smith'},set(),{'Snellville'},{'GA'},{'30039'},set(),"{'2,900', '$ 2,900'}","{'$ 280', '280'}","{'conditionery', 'Window or central air conditionery'}","{'Where: Lousiana', 'Lousiana', '01/2021'}",set(),set(),"{'Applying to re', 'I do not', 'If you are not I', 're'}",set(),"{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}",set(),set(),set(),set()
30,1270,{'John'},{'R'},{'Smith'},set(),{'Duluth'},{'GA'},{'30095'},set(),"{'2,900', '$ 2,900'}","{'300', 'How much money do you and all household members have in cash or in the bank? $'}",set(),set(),set(),{'550'},"{'Applying to re', 'I do not', 'If you are not I', 're'}","{'Yes L No', 'L'}","{'570', 'h', 'Does anyone in the h'}","{'sehold pay child support to', '$70', 'sehold'}","{'I!S!A', '00€'}","{',340', '300', ',', ',340 ,', 'Ye'}",{'(es'},set()
31,933,{'John'},{'L'},{'Smith'},set(),{'Decatur'},{'GA'},{'30035'},set(),"{'2,600', '$ 2,600'}",{'How much money do you and all household members have in cash or in the bank? $'},set(),set(),set(),"{'840', '1,400'}","{'Applying to re', 'I do not', 'If you are not I', 're'}",{'Yes No'},"{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}",set(),set(),set(),set()
32,965,{'Pedro'},{'R'},{'Gonzalez'},{'Spanish'},{'Marietta'},{'GA'},{'30090'},set(),"{'$ 2,700', '2,700'}",{'How much money do you and all household members have in cash or in the bank? $'},set(),set(),set(),set(),"{'Applying to re', 'I do not', 'If you are not I', 're'}",set(),"{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}",set(),set(),set(),set()
33,917,{'James'},set(),{'Carter'},set(),{'Tucker'},{'GA'},{'30084'},set(),"{'1,800', '$ 1,800'}",{'How much money do you and all household members have in cash or in the bank? $'},set(),set(),set(),set(),"{'Applying to re', 'I do not', 'V', 're', 'If you are not I'}","{""No'""}","{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}",set(),set(),set(),set()
34,3200,{'Lucio'},set(),"{'De Sousa', 'De', 'Sousa'}",set(),{'Norcross'},{'GA'},{'30092'},set(),"{'2,100', '$ 2,100'}",{'How much money do you and all household members have in cash or in the bank? $'},set(),set(),set(),{'490'},"{'Applying to re', 'I do not', 'If you are not I', 're'}","{'Yes L No', 'L'}","{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}",set(),set(),set(),set()
35,578,{'Thomas'},{'M'},{'Foster'},set(),{'Alpharetta'},{'GA'},{'30023'},set(),"{'3,500', '$ 3,500'}","{'How much money do you and all household members have in cash or in the bank? $', '400'}",set(),set(),set(),set(),"{'Applying to re', 'I do not', 'If you are not I', 're'}","{""No'""}","{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}",set(),set(),set(),set()
36,628,{'Timothy'},{'M'},{'Carmichael'},set(),{'Atlanta'},{'GA'},{'30302'},set(),"{'2,400', '$ 2,400'}",{'How much money do you and all household members have in cash or in the bank? $'},set(),"{'Where: Arizona', '2018', 'Arizona'}",set(),{'400'},"{'Applying to re', 'I do not', 'If you are not I', 're'}","{'Yes L No', 'L'}","{'350', 'h', 'Does anyone in the h'}","{'sehold pay child support to', '320', 'sehold'}",set(),set(),set(),set()
37,678,{'Aiden'},set(),{'Pearce'},set(),{'Atlanta'},{'GA'},{'30307'},set(),"{'3,200', '$ 3,200'}",{'How much money do you and all household members have in cash or in the bank? $'},set(),set(),set(),{'800'},"{'I do not', 'If you are not I', 'rey', 'Applying to rey'}","{""No'""}","{'h', '550', 'Does anyone in the h'}","{'sehold pay child support to', '550', 'sehold'}","{'Prespcriptions', '5,6', '150'}","{'5,600', '150'}",set(),"{'S', '0'}"
38,632,{'Summer'},{'D'},{'Sanchez'},set(),{'Portdale'},{'GA'},{'30072'},set(),"{'$ 2,700', '2,700'}",{'How much money do you and all household members have in cash or in the bank? $'},set(),set(),set(),"{'1,250'}","{'Applying to re', 'I do not', 'If you are not I', 're'}","{'Yes L No', 'L'}","{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}",set(),set(),set(),set()
39,789,{'Raymon'},{'J'},{'White'},set(),{'Atlanta'},{'GA'},{'30311'},set(),"{'$ 3,400', '3,400'}","{'How much money do you and all household members have in cash or in the bank? $ 700', '700'}",set(),set(),set(),{'650'},"{'Applying to re', 'I do not', 'If you are not I', 're'}",set(),"{'600', 'h', 'Does anyone in the h'}","{'600', 'sehold pay child support to', 'sehold'}","{'7,20'}","{',200', 'Ye'}",set(),set()
40,779,{'Thomas'},{'B'},{'Richardson'},set(),{'Covington'},{'GA'},{'30016'},set(),"{'$ 3,700', '3,700'}","{'How much money do you and all household members have in cash or in the bank? $ 420', '420'}",set(),set(),set(),{'800'},"{'Applying to re', 'I do not', 'If you are not I', 're'}","{""No'""}","{'h', '680', 'Does anyone in the h'}","{'650', 'sehold pay child support to', 'sehold'}",set(),set(),set(),set()
41,804,{'Jerry'},{'A'},{'Smith'},set(),{'Cumming'},{'GA'},{'30028'},set(),"{'4,600', '$ 4,600'}","{'How much money do you and all household members have in cash or in the bank? $ 270', '270'}",set(),set(),set(),{'900'},"{'Applying to re', 'I do not', 'If you are not I', 're'}",set(),"{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}",set(),set(),set(),set()
42,704,{'Mary'},set(),{'Wayne'},set(),{'Porterdale'},{'GA'},{'30070'},set(),"{'2,600', '$ 2,600'}",{'How much money do you and all household members have in cash or in the bank? $'},set(),set(),set(),{'600'},"{'Applying to re', 'I do not', 'V', 're', 'If you are not I'}","{'Yes A No', 'A'}","{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}",set(),set(),set(),set()
43,821,{'Marco'},set(),{'Garcia'},set(),{'Newborn'},{'GA'},{'30056'},set(),"{'3,950', '$ 3,950'}","{'How much money do you and all household members have in cash or in the bank? $ 680', '680'}",set(),set(),set(),{'800'},"{'Applying to rej', 'rej', 'I do not', 'If you are not I'}",set(),"{'h', '550', 'Does anyone in the h'}","{'$00', 'sehold pay child support to', 'sehold'}","{'12,0'}","{'2,000'}",set(),set()
44,835,{'Marco'},{'D'},{'Garcia'},{'Spanish'},{'Jersey'},{'GA'},{'30018'},set(),"{'$ 2,300', '2,300'}",{'How much money do you and all household members have in cash or in the bank? $'},set(),set(),set(),{'600'},"{'Applying to re', 'I do not', 'If you are not I', 're'}","{'Yes L No', 'L'}","{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}",set(),set(),set(),set()
45,846,{'Luis'},{'M'},{'Perez'},{'Spanish'},{'Redan'},{'GA'},{'30074'},set(),"{'$ 2,300', '2,300'}",{'How much money do you and all household members have in cash or in the bank? $'},set(),set(),{'02/09/2022'},set(),"{'Applying to re', 'I do not', 'If you are not I', 're'}","{""No'""}","{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}",set(),set(),set(),set()
46,801,{'Jessica'},{'M'},{'Vazquez'},{'Spanish'},{'Marietta'},{'GA'},{'30007'},set(),"{'$ 1,900', '1,900'}",{'How much money do you and all household members have in cash or in the bank? $'},set(),set(),set(),{'300'},"{'Applying to re', 'I do not', 'If you are not I', 're'}","{'Yes A No', 'A'}","{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}",set(),set(),set(),set()
47,905,{'Jessica'},{'M'},{'Brown'},set(),{'Newborn'},{'GA'},{'30056'},set(),"{'2,200', '$ 2,200'}",{'How much money do you and all household members have in cash or in the bank? $'},set(),set(),set(),{'600'},"{'I do not', 'If you are not I', 'rey', 'Applying to rey'}",set(),"{'h', 'Does anyone in the h'}","{'sehold pay child support to', 'sehold'}",set(),set(),set(),set()
48,942,{'Frank'},set(),{'Murdock'},set(),{'Auburn'},{'GA'},{'30011'},set(),"{'3,150', '$ 3,150'}","{'450', 'How much money do you and all household members have in cash or in the bank? $ 450'}",set(),set(),set(),{'650'},"{'Applying to re', 'I do not', 'If you are not I', 're'}",set(),"{'460', 'h', 'Does anyone in the h'}","{'500', 'sehold pay child support to', 'sehold'}",set(),set(),set(),set()
49,952,{'Margaret'},set(),{'chow'},{'Mandarin'},{'Trenton'},"{'NJ', 'State NJ'}",{'08608'},{'&'},{'2'},"{'all household members havein cash', '18765', 'How much money do you or', 'and all household members havein cash in the bank? $ 18765'}",set(),set(),set(),{'128'},"{'dor', 'Applying to r', 'If you are no', 'REG', 'no', 'r', 'VOTER REG'}",{'es'},{'Does anyone in the'},"{'usehold pay child support to $', 'usehold'}","{'heart', '5', 'doctor visits', 'doctor', 'visits', 'glassos)'}","{'out', 'ILL'}",{'st'},{'J'}
50,902,{'Madison'},set(),{'Chvi'},{'english'},"{'City Boston', 'Boston'}",{'MA'},{'60121'},set(),"{'$ 5,399', '5,399'}","{'household members have in in $ 26876', '$ 26876', 'How much money do you and all cash or the bank?'}",set(),set(),{'01/24/21'},"{'1,650', '2,861'}","{'Applying to r', 'n', 'If you are no', 'I do n', 'REG', 'no', 'r', 'X', 'VOTER REG'}","{'homo?', 'a homo?'}",{'700'},{'620'},{'health Insurance'},set(),{'ON'},set()
51,124,{'Sarah'},set(),{'Li'},{'French'},"{'City Houston', 'Houston'}",{'Texas'},{'78142'},set(),{'96'},"{'$ 500', 'How much money do you and all household members have in cash in the bank? $ 500'}","{'ali', ""What is your household's primary heating or cooling source? Mark ali that apply"", 'Kerosena', 'emount', 'Kerosena oil', 'Have you received energy assistance in the last 12 months? Yes No If yes, emount received $'}",set(),{'04/01/2022'},{'40'},"{'REC', 'If you are no', 'don', 'no', 'Applying to I', 'VOTER REC'}","{'to homa2', 'homa2', 'es'}",set(),"{'puy', '- puy', '-'}","{'prescriptions', '5'}","{'y', '58'}",set(),set()
52,780,{'James'},{'P'},{'change'},{'Cantonese'},"{'Pasedena', 'City Pasedena'}",{'CA'},{'90210'},set(),"{'TOTAL', '-'}","{'How much money do you and all household members or', 'have in cash in the bank? $ 1992', '1992'}","{'$ 325', 'Electric I Gas', 'If yes, amount received $ 325'}",set(),set(),{'420'},"{'Applying to r', 'If you are not', 'don', 'REG', 'r', 'VOTER REG'}","{'S', '- home?', '-'}",set(),{'payamu'},{'glasses'},{'T'},set(),{'r'}
53,6003,{'Wilson'},set(),{'White'},{'Spanish'},"{'Mexico', 'New', 'New Mexico'}","{'Santa Fe', 'Fe', 'Santa'}",{'87500'},set(),"{'$ 6,700', '6,700'}","{'How much money do you and all household members have in cash or in the bank? $ 70,000', '$ 70,000'}","{'Have you received energy assistance in the last 12 months? Yest', '$ 300', 'Yest', 'Electric Gas Window or central air conditioner Kerosene oil x Wood', 'x', 'If yes, amount received $ 300'}",set(),"{'Present', 'Date: February 2018 - - Present', '-', 'February', '2018 -'}","{'$ 780', '780', '$ 1,500', '1,500'}","{'n', 'Applying to n', 'If you are not', 'I do ne', 'ageneu', 'REG', 'this ageneu', 'ne', 'VOTER REG'}",{'es'},"{'Does anyone in the 1', '1'}","{'usehold pay child support to $', 'usehold'}","{'1', 'hospital visit', 'Dcs', '4', 'visit'}","{'Y', '100'}",{'11.'},{'les'}
54,743,{'Gearl'},set(),{'Ree'},{'English'},{'Michigan'},{'boybed'},{'44738'},set(),"{'$ 5,000', '5,000'}","{'money you', 'How much do and all household members have in cash or in the bank? $ 72,000', '$ 72,000'}",set(),set(),"{'Date: 2015- - Present', 'Present', '2015-', '-'}","{'10,000', '3.000'}","{'n', 'Applying to n', 'If you are not', 'I done', 'done', 'REG', 'VOTER REG'}",{'es'},{'Does anyone in the I'},"{'USD', '5', 'usehold pay child support to 5', '$1,250', '$1,250 USD', 'usehold'}","{'glesses)', 'Glasses', '13'}",{'130.00'},"{'ON', 'b'}",set()
55,3456,{'Elizabeth'},{'A'},{'Miller'},{'Spanish'},{'Minnesota'},{'Duluth'},{'55807'},set(),"{'3,500'}","{'How much money do you and all household members have in cash or in the bank? $ 15,000', '$ 15,000'}","{""'If yes, amount received $"", 'X', ""'If"", 'Gas Window or central air conditioner X Kerosene oil'}","{'Minnesota', 'When: 2019 - Present -', 'Where: Minnesota', '-', '2019 - Present'}","{'Is anyone pregnant? ""Please provide proof of pregnancy if available.', '""Please'}","{'500', '2,000', '0.0'}","{'n', 'Applying to n', 'If you are not', 'done', 'REG', 'X', 'VOTER REG'}","{'se', 'ON'}",{'Does anyone in the I'},"{'USD', 's', '$3,000', 'usehold pay child support to s', '$3,000 USD', 'usehold'}","{'Health', 'Health Insurance', '10', '4.'}",{'100'},"{'NO', '10'}",{'es'}
